X,Y,isinactive,lng,laststopid,vtype,bearing,globalid,lineid,ltype,routeid,delay,course,linename,lf,id,lastupdate,lat,finalstopid,objectid
16.876501,49.201378,false,16.876501,1677,4,315,{C197A754-31CF-42EE-9FC2-22FA59C33EDF},107,4,64,1,10703,107,false,21334,2023/09/29 16:55:19.533+00,49.201378,17423,2988185708
16.760834,49.346867,false,16.760834,12317,4,180,{A50A15B9-AFFE-4ACB-B4FC-2972ECB73AE8},231,4,52,0,23105,231,true,21856,2023/09/29 16:55:19.529+00,49.346867,12342,2988185709
16.612404,49.190708,false,16.612404,1146,5,-1,{53C1C592-813C-4265-BF91-9B17E5834320},124,5,650,0,12408,R11,false,30122,2023/09/29 16:55:19.529+00,49.190708,31015,2988185710
16.641268,49.202873,false,16.641268,1611,0,225,{106E1F37-8BDE-42AA-9127-1C27DD22C2AF},3,0,5217,0,00302,3,true,1930,2023/09/29 16:55:19.534+00,49.202873,1537,2988185711
16.802053,49.470745,false,16.802053,12631,4,135,{A3E96A38-3D39-4435-A176-7FB7B3005A4B},261,4,21,11,26102,261,true,21071,2023/09/29 16:55:19.529+00,49.470745,12612,2988185712
16.812979,49.024681,false,16.812979,16340,4,135,{B8320E0A-F9CA-4BEC-98FA-9C6DE65A4D9F},109,4,55,0,10904,109,true,21803,2023/09/29 16:55:19.530+00,49.024681,19001,2988185713
16.938969,49.144901,false,16.938969,16314,4,0,{ADFC11B5-4070-42D3-8A09-C11B016E1868},640,4,28,0,64001,640,true,21864,2023/09/29 16:55:19.529+00,49.144901,16318,2988185714
16.056952,48.851608,false,16.056952,18009,4,45,{0F3FED6C-1D6D-4099-8B54-9BC726049D1B},816,4,111,0,81602,816,false,21680,2023/09/29 16:55:19.530+00,48.851608,18610,2988185715
17.127365,49.46439,false,17.127365,30013,4,45,{2B1DA9F9-1E02-4EB3-A28B-F0D294346FD1},755,4,20,0,75554,755,true,19803,2023/09/29 16:55:19.531+00,49.46439,30013,2988185716
16.862013,48.994923,false,16.862013,16351,4,315,{442C7191-9AC8-464D-8EFB-3D61D49C6231},551,4,23,1,55102,551,true,21821,2023/09/29 16:55:19.532+00,48.994923,16345,2988185717
16.504236,49.453758,false,16.504236,12531,4,315,{B16F4869-7B57-4A12-BC97-31B04E94EC0D},257,4,65,0,25705,257,true,21197,2023/09/29 16:55:19.533+00,49.453758,12026,2988185718
16.587841,49.222218,false,16.587841,1567,2,45,{AB76EB13-4BCF-432F-A13E-6F10EE64F29A},67,2,5115,2,06715,67,true,7003,2023/09/29 16:55:19.533+00,49.222218,7524,2988185719
16.600529,49.206875,false,16.600529,1262,1,45,{AB484C32-0D2C-427B-BC24-6F6EA1E1686C},26,1,5127,2,02518,26,true,3674,2023/09/29 16:55:19.533+00,49.206875,1646,2988185720
16.419365,49.34687,false,16.419365,13334,4,135,{CC5BD23B-4863-4ECA-B2BA-63424BB67F61},311,4,21,0,31202,311,true,21553,2023/09/29 16:55:19.533+00,49.34687,13143,2988185721
17.510615,48.878633,false,17.510615,19530,5,0,{DAC1599D-61A1-4475-9C75-D5F730395D56},149,5,2774,7,14912,S91,false,30051,2023/09/29 16:55:19.533+00,48.878633,29501,2988185722
17.05027,49.137436,false,17.05027,16509,5,225,{0D3D9F33-50B8-4DE8-8AEC-0D103EF056B6},146,5,4120,0,14681,S6,false,30187,2023/09/29 16:55:19.533+00,49.137436,1146,2988185723
17.08084,49.149089,false,17.08084,16509,5,-1,{415E0875-EE73-45EE-9C4E-5F08ECA4502E},146,5,4140,0,14652,S6,false,30113,2023/09/29 16:55:19.533+00,49.149089,1146,2988185724
17.025578,49.209389,false,17.025578,16425,4,90,{0C056D52-757A-4F5B-A730-C4F4913C0DCE},156,4,17,1,64303,156,true,21880,2023/09/29 16:55:19.534+00,49.209389,16401,2988185725
16.642279,49.547287,false,16.642279,12738,4,270,{9416672D-D019-469E-90BB-B2B63DA2FFA4},253,4,22,1,25301,253,true,21365,2023/09/29 16:55:19.533+00,49.547287,12635,2988185726
16.647484,49.153473,false,16.647484,1518,4,0,{95118E50-C766-47B7-81E0-53ED6D537BC3},48,2,52,1,07441,48,true,21264,2023/09/29 16:55:19.534+00,49.153473,1716,2988185727
16.652182,49.2281,false,16.652182,1448,2,90,{EDB47A15-BB19-4C68-A583-850E9FEC237B},785,4,5102,1,05809,x45,true,7070,2023/09/29 16:55:19.534+00,49.2281,1014,2988185728
16.044968,48.861698,false,16.044968,18011,4,315,{4C8C2161-D57D-4BBC-A1D4-D379641B19F8},804,4,149,2,80404,804,true,21959,2023/09/29 16:55:19.534+00,48.861698,18048,2988185729
16.710327,48.911552,false,16.710327,15423,4,45,{6B4605B2-8089-47D6-81FE-EA895E1CF415},543,4,21,0,53101,543,true,21846,2023/09/29 16:55:19.534+00,48.911552,15403,2988185730
16.667912,49.183372,false,16.667912,1741,1,315,{4115D3BA-9E5C-4B48-B248-F2B543E88F6A},31,1,5141,2,03103,31,true,3023,2023/09/29 16:55:19.534+00,49.183372,1146,2988185731
16.855591,49.130714,false,16.855591,16223,4,270,{959358CB-6CF1-4F22-8AC0-BA3C387831B7},620,4,38,0,62005,620,true,21167,2023/09/29 16:55:19.534+00,49.130714,16328,2988185732
16.560684,49.176987,false,16.560684,1078,1,225,{8DA2FE4C-EBC0-42C0-B2C2-712B5BAA1469},26,1,5126,0,02505,26,true,3630,2023/09/29 16:55:19.529+00,49.176987,1223,2988185733
16.601957,49.122158,false,16.601957,15137,4,225,{EB394048-5EFD-438D-A71D-9ABE96BEA313},502,4,95,3,50202,CTP,true,21176,2023/09/29 16:55:19.529+00,49.122158,15105,2988185734
16.633778,49.139507,false,16.633778,15130,4,225,{EFBCFF85-1F7C-4BC9-A488-341AC58EBAE7},503,4,53,0,42104,OLY,true,21448,2023/09/29 16:55:19.529+00,49.139507,1716,2988185735
17.149492,49.001682,false,17.149492,16608,4,135,{EBB84890-C26D-41C1-9F58-60EA8C082F51},665,4,19,2,66501,665,true,21145,2023/09/29 16:55:19.529+00,49.001682,16901,2988185736
16.62723,49.216438,false,16.62723,1381,2,0,{3C5CB1EA-AC8C-40C3-B95A-D5FFE66B3FDB},57,2,5192,0,05702,57,true,7729,2023/09/29 16:55:19.529+00,49.216438,13187,2988185737
16.737789,49.000938,false,16.737789,15363,4,315,{2644AFF5-E2C3-4DE5-B12A-B9F41B197E5E},522,4,38,0,52101,522,true,21256,2023/09/29 16:55:19.530+00,49.000938,15241,2988185738
16.508991,49.655548,false,16.508991,12936,5,315,{9048B8C8-DEED-43B2-A496-56A9426F711A},122,5,1756,0,12226,S22,false,30084,2023/09/29 16:55:19.530+00,49.655548,12936,2988185739
16.698256,49.182381,false,16.698256,1577,4,90,{2871AE4D-94AE-4FA4-864B-3799330A7829},701,4,75,3,70103,701,true,21319,2023/09/29 16:55:19.530+00,49.182381,17212,2988185740
16.613348,49.190462,false,16.613348,1146,5,45,{91CF0F60-0E41-4C72-ACAA-09551F40BDD2},130,5,24449,1,13007,S3,true,30121,2023/09/29 16:55:19.532+00,49.190462,15241,2988185741
17.30496,48.964571,false,17.30496,19302,5,180,{313EDDDD-F29B-4270-B4AF-7EAB4C5A3610},139,5,4220,3,13904,S9,false,30083,2023/09/29 16:55:19.532+00,48.964571,15729,2988185742
16.888727,48.756348,false,16.888727,15751,4,315,{AA5E7910-A90B-49DD-B427-2DD643BEEF83},562,4,37,1,56009,562,true,21281,2023/09/29 16:55:19.533+00,48.756348,15754,2988185743
17.359451,48.877571,false,17.359451,19205,4,180,{6F5F0E8C-E0D2-44B1-9CA6-7673CB27FB04},931,4,26,1,93201,931,true,21842,2023/09/29 16:55:19.533+00,48.877571,19316,2988185744
16.838068,48.852678,false,16.838068,15619,5,315,{271E3712-7AD9-47A6-9137-4307C16DCBB2},135,5,804,3,13503,R13,true,30224,2023/09/29 16:55:19.533+00,48.852678,1146,2988185745
17.391388,48.94902,false,17.391388,19400,4,315,{4EA753B5-8DDC-4413-9A39-E5673951EF3A},116,5,3722,3,11604,xS91,false,18127,2023/09/29 16:55:19.534+00,48.94902,19316,2988185746
17.299562,48.894867,false,17.299562,19200,4,45,{D5635C97-A453-47B3-BF94-76019404F662},910,4,11,1,91104,910,true,21118,2023/09/29 16:55:19.534+00,48.894867,19316,2988185747
17.080379,48.971722,false,17.080379,16807,4,225,{7E898C35-04EB-498F-973E-58F71D069A2F},662,4,45,0,66206,662,true,21192,2023/09/29 16:55:19.533+00,48.971722,16545,2988185748
16.781292,48.889069,false,16.781292,15537,4,135,{B7C585C9-C8E2-4884-A38B-B3BF99615542},550,4,51,6,55101,550,true,21608,2023/09/29 16:55:19.534+00,48.889069,15528,2988185749
16.454473,49.415627,false,16.454473,12421,4,90,{F58FC561-C1E1-4E8A-BB27-24E4CDABFE7F},332,4,34,0,33201,332,true,21971,2023/09/29 16:55:19.534+00,49.415627,13334,2988185750
16.876102,49.149097,false,16.876102,16333,4,180,{B9945DCC-1089-43A7-90F4-5A9D559712C8},630,4,84,0,62004,630,true,21909,2023/09/29 16:55:19.536+00,49.149097,16310,2988185751
17.183092,49.023487,false,17.183092,16827,4,180,{3C0CFE41-7805-4DA0-B111-F63B0B210E8C},667,4,71,3,64204,667,true,21240,2023/09/29 16:55:19.534+00,49.023487,16608,2988185752
16.641626,49.204777,false,16.641626,1611,2,0,{0D07C85F-3F54-4412-87B2-E5FE4A6A6BC9},75,2,1049,1,07515,75,true,7677,2023/09/29 16:55:19.536+00,49.204777,12158,2988185753
16.653769,49.136604,false,16.653769,1187,2,0,{72D01B5B-0957-499E-855A-6B7F6AE7CFCD},64,2,1100,0,06411,64,true,7113,2023/09/29 16:55:19.534+00,49.136604,1071,2988185754
16.778448,49.012505,false,16.778448,15365,4,180,{EF2B5DB9-7A73-4BE0-95FB-1A7035E1EF96},522,4,135,0,52102,522,false,21630,2023/09/29 16:55:19.537+00,49.012505,15403,2988185755
17.739542,49.564289,false,17.739542,30012,5,45,{E48CFD6D-FA73-45EF-B711-21345BA2CA9F},147,5,1125,6,14725,R8,false,30307,2023/09/29 16:55:19.537+00,49.564289,17446,2988185756
17.395055,48.961774,false,17.395055,19310,5,180,{4E2C8B59-B54A-4870-BBBC-DC02F7972DBE},126,5,1774,2,12618,R56,false,30178,2023/09/29 16:55:19.538+00,48.961774,1146,2988185757
16.907051,49.221413,false,16.907051,17344,4,225,{501A7204-7B9B-4FBC-9ADC-CB5BCEA98BCC},730,4,55,4,73001,730,true,21807,2023/09/29 16:55:19.538+00,49.221413,17335,2988185758
16.520172,48.980858,false,16.520172,15327,4,90,{62ABF8D0-601F-4CD5-AEAB-6445C34CC819},104,4,26,4,10405,104,true,21678,2023/09/29 16:55:19.538+00,48.980858,15317,2988185759
16.530283,49.241142,false,16.530283,1689,4,0,{8246C3CF-FE98-4F9D-AC48-AA8A4EF56ABF},302,4,158,2,30204,302,true,21934,2023/09/29 16:55:19.535+00,49.241142,13143,2988185760
16.530909,49.227661,false,16.530909,1796,2,180,{A8397FD6-9EDB-43B7-A8A2-B8260C1652C6},54,2,5108,0,05202,54,true,7716,2023/09/29 16:55:19.536+00,49.227661,1796,2988185761
16.597393,49.172646,false,16.597393,1141,4,270,{67390A26-F5A3-4D86-B2FA-30829E5845A4},501,4,48,2,40301,501,true,21518,2023/09/29 16:55:19.538+00,49.172646,1703,2988185762
16.579899,49.262882,false,16.579899,1189,2,315,{840A2F21-7FD3-46F2-B24B-69D449A11B6C},41,2,5060,0,04106,41,true,7732,2023/09/29 16:55:19.538+00,49.262882,1286,2988185763
16.622299,49.35688,false,16.622299,12359,4,135,{D89A63A1-DDAD-43FE-9862-94ADAAFE22E3},224,4,10,0,23202,224,true,21564,2023/09/29 16:55:19.536+00,49.35688,12342,2988185764
16.639477,49.136482,false,16.639477,15186,2,180,{B2BA06A1-47CE-41CE-8372-2B118BDC8B11},78,2,1106,1,07805,78,true,2038,2023/09/29 16:55:19.537+00,49.136482,1809,2988185765
16.594931,49.230713,false,16.594931,1286,0,135,{A01BEE21-CBD7-4341-A238-F7DCC3FBB569},6,0,5225,0,00601,6,false,1639,2023/09/29 16:55:19.537+00,49.230713,1616,2988185766
16.735538,48.93837,false,16.735538,15403,4,0,{1FABEDD1-0214-4CC7-933D-B50FF14D6F64},540,4,36,0,54001,540,true,21759,2023/09/29 16:55:19.538+00,48.93837,15714,2988185767
16.609936,49.1903,false,16.609936,1436,0,90,{3105E61B-2984-47B0-9AA1-375CA6C7FC36},12,0,5217,0,01219,12,true,1130,2023/09/29 16:55:19.538+00,49.1903,1256,2988185768
17.0748,48.920494,false,17.0748,19153,4,270,{18BA06F9-0A09-496E-B260-7C11F38AE5CC},159,4,32,2,15902,159,true,21196,2023/09/29 16:55:19.538+00,48.920494,19104,2988185769
16.818945,48.896591,false,16.818945,15526,4,0,{2354A465-CFA8-4736-891E-ACF15B9BAB1F},542,4,37,5,54201,542,true,21954,2023/09/29 16:55:19.538+00,48.896591,15403,2988185770
16.259422,49.348438,false,16.259422,13453,4,0,{82EDC67F-40D9-4BE5-A9EA-5EAA259DB3B3},163,4,25,0,16301,163,true,21426,2023/09/29 16:55:19.538+00,49.348438,14412,2988185771
16.489948,49.178917,false,16.489948,1429,4,315,{7A890143-736D-47BA-99AE-4EF2560E3E26},405,4,43,0,40505,405,true,21129,2023/09/29 16:55:19.538+00,49.178917,14242,2988185772
17.100746,48.91095,false,17.100746,19149,4,315,{C0907950-2934-4E5B-915D-9B094EE28884},663,4,51,4,66305,663,true,21706,2023/09/29 16:55:19.539+00,48.91095,19144,2988185773
16.313736,49.043964,false,16.313736,14474,4,315,{F09D8E3F-524F-4E40-B082-700CC68F2427},445,4,46,1,81002,445,true,21658,2023/09/29 16:55:19.539+00,49.043964,14499,2988185774
16.695576,49.368187,false,16.695576,12394,4,45,{B31F6DB4-CB94-44B1-A27F-A2F0A839BB95},233,4,13,0,23303,233,true,21552,2023/09/29 16:55:19.539+00,49.368187,12601,2988185775
16.612554,49.19037,false,16.612554,1146,5,225,{A1B5E83D-7FA2-44BF-94B1-D02303E73C62},123,5,985,0,12319,R9,false,30047,2023/09/29 16:55:19.540+00,49.19037,1146,2988185776
17.003586,48.811386,false,17.003586,19131,4,135,{3158A9E3-74FE-48DA-9FC8-078E84F9691F},573,4,16,0,57210,573,true,21070,2023/09/29 16:55:19.540+00,48.811386,15732,2988185777
16.320759,49.366871,false,16.320759,13441,4,315,{50607EA6-69D6-46A6-BF82-79C7DB244707},336,4,35,1,33601,336,true,21582,2023/09/29 16:55:19.541+00,49.366871,13516,2988185778
16.539087,49.454769,false,16.539087,12527,4,180,{BBC7E22D-1D18-48C3-8B10-6F2CD82493D7},301,4,114,1,30103,301,true,21622,2023/09/29 16:55:19.541+00,49.454769,1286,2988185779
16.348736,49.153454,false,16.348736,14336,4,270,{431E660D-614F-494A-B428-B1957CF9685F},421,4,140,0,42101,421,false,21624,2023/09/29 16:55:19.541+00,49.153454,14242,2988185780
17.329225,48.962398,false,17.329225,16908,5,135,{DE90D355-683D-44A5-935B-3F2750FF19E6},126,5,1773,0,12607,R56,false,30114,2023/09/29 16:55:19.542+00,48.962398,31026,2988185781
17.056904,49.01194,false,17.056904,16622,4,90,{24E84FF8-BB9C-43D0-9860-4FCF3A270547},106,4,27,1,10606,106,false,21342,2023/09/29 16:55:19.542+00,49.01194,16608,2988185782
17.087322,48.966461,false,17.087322,16808,4,315,{08BE38DE-F410-40D4-9D74-5248E8541F1C},663,4,139,2,91301,663,true,21123,2023/09/29 16:55:19.542+00,48.966461,16608,2988185783
16.378791,49.181222,false,16.378791,24201,5,315,{5E28694F-6376-4322-9625-8344D7650090},140,5,4844,6,14004,S4,false,30054,2023/09/29 16:55:19.542+00,49.181222,14242,2988185784
16.595634,49.230503,false,16.595634,1286,4,45,{B5AF6B66-FC98-45CD-882B-9C6546652467},301,4,109,0,30101,301,true,21595,2023/09/29 16:55:19.542+00,49.230503,12767,2988185785
16.614761,49.195004,false,16.614761,1357,0,45,{522BACA2-FABE-4614-966A-B137EB54D08D},2,0,5218,1,00214,2,true,1926,2023/09/29 16:55:19.544+00,49.195004,1611,2988185786
16.851976,48.838745,false,16.851976,15619,4,135,{46BDEE29-E7D5-4130-B43D-E1BF61E76275},555,4,75,0,57402,555,true,22024,2023/09/29 16:55:19.544+00,48.838745,15810,2988185787
16.057037,48.851875,false,16.057037,18009,4,0,{AF1396F2-EF00-48D7-884D-754AF3BAE405},811,4,35,0,81102,811,false,21493,2023/09/29 16:55:19.545+00,48.851875,18304,2988185788
16.675316,49.377029,false,16.675316,12346,4,0,{F030D617-2700-49DF-B75C-0F51E9B8BA49},223,4,33,0,22101,223,true,21300,2023/09/29 16:55:19.545+00,49.377029,12378,2988185789
16.614542,49.131096,false,16.614542,15127,2,180,{84BCF281-65F6-4BF7-A746-C1C8BD577EF6},49,2,5098,4,04909,49,true,7679,2023/09/29 16:55:19.545+00,49.131096,15130,2988185790
16.29954,49.031853,false,16.29954,14495,4,45,{CECF4C9D-4C02-4373-8F6B-50531FEF07FD},443,4,34,1,44303,443,true,21558,2023/09/29 16:55:19.545+00,49.031853,14479,2988185791
16.059347,48.853128,false,16.059347,18009,5,0,{BFF3DC71-491A-433F-9DEA-9E19A39EF04C},137,5,2246,2,13716,S82,true,30062,2023/09/29 16:55:19.545+00,48.853128,18009,2988185792
16.749556,49.531727,false,16.749556,12610,4,135,{98EBA3CC-09E1-4A05-873F-F601462287DD},262,4,48,0,26204,262,true,21029,2023/09/29 16:55:19.539+00,49.531727,12601,2988185793
17.283257,48.970798,false,17.283257,16904,4,225,{ACEFF84B-FD95-42C2-92FF-7492B6F3351A},934,4,23,1,93403,934,true,21133,2023/09/29 16:55:19.539+00,48.970798,16844,2988185794
16.597391,49.171616,false,16.597391,1703,4,180,{F583F72F-939C-4633-BED0-CCE6F9A1DBA5},502,4,97,0,50201,CTP,true,21701,2023/09/29 16:55:19.538+00,49.171616,15105,2988185795
16.604747,49.084048,false,16.604747,15181,5,180,{BB0C1D3D-BEE6-4B72-AB46-8EBD8BE6AE2F},130,5,14659,1,13013,S3,true,30279,2023/09/29 16:55:19.539+00,49.084048,15403,2988185796
16.468966,49.071415,false,16.468966,14340,4,270,{3467C1F1-D3AE-4D0E-BCFA-6AFB03AF3774},512,4,85,0,51203,512,true,21103,2023/09/29 16:55:19.540+00,49.071415,14346,2988185797
16.735313,49.344185,false,16.735313,12334,4,180,{5E3E0148-39E2-4F4C-9EB9-25EEDEE9F3C2},231,4,49,0,23101,231,true,21757,2023/09/29 16:55:19.540+00,49.344185,12412,2988185798
16.407022,49.212658,false,16.407022,14215,4,0,{21ADE562-BE77-42DC-96E3-23B68694B634},401,4,61,0,40102,401,true,21634,2023/09/29 16:55:19.540+00,49.212658,14412,2988185799
16.428694,49.085394,false,16.428694,14350,5,-1,{8062E6FB-5F71-4BB0-9A0A-2543851F7B9E},141,5,4445,6,14135,S41,false,30142,2023/09/29 16:55:19.541+00,49.085394,1146,2988185800
17.160505,48.915073,false,17.160505,19154,4,180,{952D0CE1-DBD7-46F3-90AD-A78D9F9E1A47},664,4,46,3,66402,664,false,21278,2023/09/29 16:55:19.541+00,48.915073,19001,2988185801
16.781589,48.889743,false,16.781589,15537,5,270,{88F6FAED-88EC-49FB-88BB-16A65FDA7E81},133,5,17724,0,13301,S52,true,30076,2023/09/29 16:55:19.542+00,48.889743,15537,2988185802
16.648731,49.490952,false,16.648731,12635,4,270,{BFE6318E-625D-495B-AD27-315AAF33454B},253,4,23,0,25103,253,true,21369,2023/09/29 16:55:19.542+00,49.490952,12919,2988185803
16.558338,49.479462,false,16.558338,12685,4,0,{58EAFE6F-CA50-4C79-B5D0-8A9ACBC910BF},257,4,20,1,25702,257,true,21848,2023/09/29 16:55:19.542+00,49.479462,12635,2988185804
16.61514,49.194509,false,16.61514,13425,5,135,{0A067D07-57C3-4C06-8B40-F36F5269E664},130,5,14620,2,13001,S3,true,30218,2023/09/29 16:55:19.544+00,49.194509,30009,2988185805
16.395208,49.212173,false,16.395208,14218,4,315,{BEF380DB-9C7A-40FC-9426-13146F29E695},153,4,208,0,15303,153,true,21640,2023/09/29 16:55:19.544+00,49.212173,14217,2988185806
16.437802,49.334114,false,16.437802,13143,5,315,{3906CC46-210B-49F1-A37C-63C6B01AF066},130,5,14662,1,13009,S3,true,30109,2023/09/29 16:55:19.545+00,49.334114,13334,2988185807
16.381579,48.81112,false,16.381579,15637,5,135,{D6CF3C63-D33C-49E0-82C0-497FC22D39F4},141,5,1748,2,14141,S41,false,30262,2023/09/29 16:55:19.545+00,48.81112,15637,2988185808
17.210395,49.346746,false,17.210395,17446,5,90,{712E370A-51B2-47C4-B89C-0EBF436BA63B},147,5,1127,2,14727,R8,false,30304,2023/09/29 16:55:19.545+00,49.346746,17446,2988185809
16.398392,49.182919,false,16.398392,14226,4,90,{24300CC7-60EC-42AC-B0D5-480982DF583F},405,4,76,2,40506,405,false,21625,2023/09/29 16:55:19.545+00,49.182919,1429,2988185810
16.593042,49.228092,false,16.593042,1566,2,225,{978733EA-62F8-441C-B1A3-CD160FBB2A0E},70,2,5094,0,04210,70,true,2686,2023/09/29 16:55:19.545+00,49.228092,1467,2988185811
16.608948,49.480267,false,16.608948,12676,4,135,{95DFADA2-CCE4-44F4-9450-2AE4A14E40C4},256,4,115,0,25605,256,false,21078,2023/09/29 16:55:19.545+00,49.480267,12767,2988185812
16.666561,49.141724,false,16.666561,1681,2,180,{C7343831-F269-461D-AC71-33CCFCB5E03D},40,2,5106,0,04007,40,true,2022,2023/09/29 16:55:19.545+00,49.141724,1624,2988185813
16.663681,49.208138,false,16.663681,1052,2,0,{BC339028-CE04-4CF1-82A3-5F1F558E0F1A},57,2,5194,0,05712,57,true,7725,2023/09/29 16:55:19.545+00,49.208138,1132,2988185814
16.605795,49.198494,false,16.605795,1073,1,270,{5DAD080A-EE67-4E2C-8B5F-D75D70209A7D},32,1,5140,0,03205,32,true,3303,2023/09/29 16:55:19.545+00,49.198494,1606,2988185815
16.680836,49.215931,false,16.680836,1623,4,0,{9EAE07B2-53A1-4C7B-813C-43777532A274},201,4,67,2,20106,201,true,21852,2023/09/29 16:55:19.536+00,49.215931,12216,2988185816
16.31337,49.045109,false,16.31337,14471,4,90,{32345644-902D-4BEA-87AC-8219A2A0298F},432,4,56,5,43203,432,true,21676,2023/09/29 16:55:19.536+00,49.045109,14446,2988185817
16.832172,49.143204,false,16.832172,16211,4,45,{297D412C-DDAD-4047-AC8F-D9BDE7862FAB},620,4,36,1,62009,620,true,21170,2023/09/29 16:55:19.537+00,49.143204,16328,2988185818
16.622599,49.305859,false,16.622599,13181,2,180,{7F619B5D-EFF1-4398-83D5-AD3829F4A561},57,2,5203,0,05705,57,true,7053,2023/09/29 16:55:19.546+00,49.305859,1477,2988185819
16.617745,49.032113,false,16.617745,15241,5,0,{546E3047-EA79-44D3-ACAC-CEA88904C70B},130,5,24447,0,13015,S3,true,30257,2023/09/29 16:55:19.538+00,49.032113,15241,2988185820
16.70321,48.914129,false,16.70321,25402,5,135,{B44A67CA-5882-41C4-9B5D-3CC35BDC65BC},135,5,815,1,13501,R13,true,30220,2023/09/29 16:55:19.538+00,48.914129,31028,2988185821
16.767403,49.398243,false,16.767403,12417,4,135,{10E5D753-896A-48BC-B489-5C586E6AA950},232,4,56,0,23203,232,true,21337,2023/09/29 16:55:19.539+00,49.398243,12342,2988185822
16.351139,49.322124,false,16.351139,13445,4,45,{1E0B869B-274E-4879-895F-B123E0A22AE1},411,4,8,4,41101,411,true,21967,2023/09/29 16:55:19.539+00,49.322124,13446,2988185823
16.635589,49.203802,false,16.635589,1809,5,0,{CD4CD576-81E6-420E-9BCB-325BB0A35E67},130,5,24446,0,13007,S3,true,30207,2023/09/29 16:55:19.540+00,49.203802,1809,2988185824
16.556356,49.177067,false,16.556356,1443,1,90,{86E4D630-A26C-46B5-B435-5C576EB2B332},26,1,5131,1,02517,26,true,3671,2023/09/29 16:55:19.540+00,49.177067,1646,2988185825
16.799454,49.20253,false,16.799454,17212,4,45,{26F00BD8-6D83-4FF9-9C98-FD2A3310F37B},701,4,180,0,70102,701,true,21828,2023/09/29 16:55:19.540+00,49.20253,1716,2988185826
16.553686,49.141666,false,16.553686,15118,4,225,{D4CCF6BF-64B7-49D1-9417-A75B338CCDD3},501,4,45,4,50101,501,true,21268,2023/09/29 16:55:19.541+00,49.141666,14201,2988185827
16.264759,49.45866,false,16.264759,13623,4,90,{A604CD6D-4F6E-43BA-9FBC-DE907A838B9C},169,5,5912,0,16911,xS31,false,18135,2023/09/29 16:55:19.541+00,49.45866,13623,2988185828
16.533901,49.300228,false,16.533901,13143,4,180,{9429F1A4-CE99-44F7-B63A-49D6D0A46A74},302,4,31,2,31204,302,true,21665,2023/09/29 16:55:19.542+00,49.300228,1796,2988185829
16.055132,48.849819,false,16.055132,18007,4,0,{17AEF5D4-8D2C-45D8-B6E3-ACCD7E105F0E},801,4,46,0,80103,801,true,21587,2023/09/29 16:55:19.542+00,48.849819,18009,2988185830
16.625269,49.187645,false,16.625269,1011,2,135,{57E970FA-61D2-4261-917A-349DD9E86D39},44,2,5179,1,04407,44,true,2632,2023/09/29 16:55:19.542+00,49.187645,1696,2988185831
16.462061,49.528904,false,16.462061,12775,4,315,{8CBF9E48-E381-49CC-A9D7-C12D7BA38581},301,4,101,0,25606,301,false,21730,2023/09/29 16:55:19.542+00,49.528904,12767,2988185832
16.647446,49.184563,false,16.647446,1665,2,180,{7C46246F-8DB6-43B2-BB34-D08D7DA4179C},790,2,5037,1,05036,E50,true,2672,2023/09/29 16:55:19.542+00,49.184563,1559,2988185833
16.615591,49.185177,false,16.615591,1696,4,225,{60B540B5-3EA1-4A24-B135-77BCB7DFC7E3},108,4,111,0,10821,108,true,21465,2023/09/29 16:55:19.542+00,49.185177,14552,2988185834
16.703081,48.773218,false,16.703081,15811,5,315,{BC563A76-00F0-4675-8EF7-252E07226D11},128,5,4524,2,12814,S8,false,30291,2023/09/29 16:55:19.543+00,48.773218,15637,2988185835
16.862366,48.978409,false,16.862366,16349,4,45,{27BEDA96-B551-44AD-9337-7931F8FEF845},541,4,23,4,54102,541,true,21592,2023/09/29 16:55:19.548+00,48.978409,16335,2988185836
16.608007,49.195889,false,16.608007,1423,0,315,{95DF8545-28A7-4ADF-A601-A512AC0189F6},4,0,5219,0,00404,4,true,1722,2023/09/29 16:55:19.549+00,49.195889,1371,2988185837
16.313671,49.047947,false,16.313671,14499,4,90,{77738D15-C823-4419-9E71-E97604F7F5D3},442,4,27,5,44202,442,false,21575,2023/09/29 16:55:19.549+00,49.047947,14706,2988185838
16.70472,48.913395,false,16.70472,15425,5,315,{9E393218-C469-4C1B-BED9-8BDF45D65547},132,5,24680,0,13042,S51,true,30246,2023/09/29 16:55:19.548+00,48.913395,15425,2988185839
16.594532,49.191048,false,16.594532,1378,1,315,{AA558466-0033-43E5-A3A3-0820FBF04CD1},37,1,5192,0,03701,37,true,3665,2023/09/29 16:55:19.549+00,49.191048,1209,2988185840
16.806087,49.17939,false,16.806087,16208,4,270,{300A7FDE-89E1-46A4-A7D8-2629A17B0419},601,4,41,0,60101,601,true,21097,2023/09/29 16:55:19.549+00,49.17939,1696,2988185841
16.61359,49.20092,false,16.61359,1086,0,225,{F0B4248F-8725-4CAF-865A-C0CA2DC9C5BB},3,0,5215,1,00301,3,false,1224,2023/09/29 16:55:19.550+00,49.20092,1537,2988185842
16.61202,49.191269,false,16.61202,1436,0,45,{792FDC90-FF97-4593-A67A-CD5013205172},1,0,5220,0,00127,1,true,1110,2023/09/29 16:55:19.543+00,49.191269,1553,2988185843
