#group,false,false,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,
,result,table,_time,_value,_field,_measurement,code,owner
,,1,2023-08-16T20:32:18Z,427,value,co_8h,BBMSA,SMBrno
,,1,2023-08-16T21:32:17Z,422,value,co_8h,BBMSA,SMBrno
,,1,2023-08-16T22:32:18Z,408,value,co_8h,BBMSA,SMBrno
,,1,2023-08-16T23:32:18Z,416,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T00:32:17Z,399,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T01:32:18Z,366,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T02:32:18Z,350,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T03:32:17Z,316,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T05:32:23Z,320,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T06:32:22Z,316,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T07:32:23Z,393,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T08:32:24Z,416,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T09:32:25Z,510,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T11:32:24Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T12:32:25Z,616,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T14:32:24Z,641,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T15:32:25Z,632,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T16:32:26Z,655,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T17:32:26Z,649,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T18:32:26Z,682,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T20:32:26Z,699,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T21:32:26Z,682,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T22:32:26Z,612,value,co_8h,BBMSA,SMBrno
,,1,2023-08-17T23:32:26Z,568,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T00:32:26Z,533,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T02:32:27Z,364,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T03:32:27Z,333,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T04:32:26Z,316,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T05:32:27Z,306,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T06:32:27Z,320,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T07:32:26Z,335,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T08:32:27Z,350,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T09:32:27Z,379,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T11:32:27Z,451,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T12:32:27Z,495,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T13:32:26Z,510,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T14:32:27Z,524,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T15:32:28Z,553,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T16:32:28Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T17:32:27Z,616,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T18:32:28Z,616,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T19:32:28Z,626,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T20:32:27Z,632,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T21:32:28Z,612,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T22:32:28Z,616,value,co_8h,BBMSA,SMBrno
,,1,2023-08-18T23:32:29Z,568,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T00:32:29Z,549,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T01:32:29Z,495,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T02:32:29Z,483,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T03:32:29Z,433,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T04:32:29Z,393,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T06:32:30Z,366,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T07:32:30Z,350,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T09:32:43Z,350,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T10:32:42Z,366,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T12:32:43Z,399,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T13:32:42Z,433,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T14:32:43Z,481,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T15:32:43Z,499,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T16:32:44Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T17:32:44Z,549,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T18:32:44Z,566,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T19:32:44Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T20:32:44Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T21:32:44Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T22:32:44Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-19T23:32:44Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T00:32:44Z,510,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T01:32:45Z,481,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T02:32:45Z,466,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T03:32:44Z,416,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T04:32:45Z,383,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T05:32:45Z,350,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T06:32:44Z,320,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T07:32:45Z,316,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T08:32:47Z,316,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T09:32:47Z,333,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T10:32:47Z,350,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T11:32:47Z,350,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T12:32:47Z,383,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T13:32:47Z,388,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T14:32:47Z,422,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T15:32:47Z,433,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T16:32:48Z,416,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T17:32:48Z,416,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T18:32:48Z,427,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T20:32:48Z,433,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T21:32:48Z,449,value,co_8h,BBMSA,SMBrno
,,1,2023-08-20T23:32:48Z,408,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T00:32:49Z,416,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T01:32:48Z,399,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T02:32:48Z,349,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T03:32:49Z,306,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T05:32:48Z,306,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T06:32:49Z,300,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T07:32:48Z,364,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T08:32:48Z,408,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T09:32:49Z,451,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T10:32:48Z,495,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T12:32:50Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T13:32:50Z,553,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T14:32:50Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T15:32:50Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T16:32:50Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T18:32:50Z,524,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T19:32:50Z,524,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T20:32:50Z,510,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T21:32:50Z,481,value,co_8h,BBMSA,SMBrno
,,1,2023-08-21T22:32:50Z,481,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T00:32:51Z,437,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T01:32:50Z,408,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T03:32:51Z,379,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T04:32:50Z,364,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T05:32:51Z,393,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T06:32:51Z,437,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T07:32:50Z,481,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T08:32:51Z,495,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T09:32:52Z,510,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T10:32:52Z,524,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T11:32:51Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T12:32:52Z,568,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T13:32:52Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T15:32:52Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T16:32:52Z,553,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T17:32:51Z,568,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T18:32:52Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T19:32:52Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T20:32:51Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T21:32:52Z,553,value,co_8h,BBMSA,SMBrno
,,1,2023-08-22T22:32:53Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T00:32:53Z,466,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T01:32:53Z,437,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T02:32:53Z,408,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T03:32:53Z,408,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T04:32:53Z,393,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T06:32:54Z,451,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T07:32:53Z,481,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T09:33:16Z,553,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T10:33:15Z,568,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T11:33:15Z,568,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T12:33:16Z,582,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T13:33:15Z,568,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T14:33:15Z,553,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T15:33:16Z,568,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T16:33:15Z,553,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T17:33:15Z,553,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T18:33:16Z,553,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T19:33:15Z,539,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T20:33:17Z,524,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T21:33:17Z,524,value,co_8h,BBMSA,SMBrno
,,1,2023-08-23T22:33:17Z,495,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T00:33:17Z,379,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T01:33:17Z,320,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T02:33:17Z,277,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T03:33:17Z,262,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T04:33:17Z,248,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T06:33:19Z,218,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T07:33:19Z,233,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T08:33:18Z,248,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T09:33:19Z,291,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T10:33:19Z,320,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T11:33:18Z,335,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T12:33:19Z,335,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T13:33:19Z,335,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T14:33:18Z,364,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T15:33:19Z,393,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T16:33:19Z,422,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T17:33:18Z,422,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T18:33:19Z,437,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T19:33:20Z,437,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T20:33:20Z,451,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T21:33:29Z,451,value,co_8h,BBMSA,SMBrno
,,1,2023-08-24T22:33:29Z,437,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T00:33:29Z,364,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T01:33:29Z,320,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T02:33:29Z,277,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T03:33:29Z,277,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T04:33:29Z,262,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T06:33:30Z,291,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T07:33:30Z,349,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T09:33:30Z,437,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T10:33:30Z,466,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T12:33:30Z,466,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T13:33:30Z,451,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T14:33:30Z,451,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T15:33:30Z,422,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T16:33:30Z,408,value,co_8h,BBMSA,SMBrno
,,1,2023-08-25T17:33:30Z,408,value,co_8h,BBMSA,SMBrno
,,2,2023-08-01T00:28:26Z,300,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T01:28:26Z,301,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T02:28:26Z,287,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T04:28:26Z,275,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T05:28:26Z,275,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T06:28:26Z,296,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T07:28:26Z,288,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T08:28:26Z,289,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T09:28:26Z,324,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T10:28:26Z,360,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T12:28:26Z,411,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T13:28:26Z,417,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T14:28:26Z,426,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T15:28:26Z,434,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T16:28:26Z,432,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T17:28:26Z,428,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T18:28:27Z,438,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T19:28:27Z,431,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T20:28:27Z,435,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T21:28:27Z,434,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T22:28:27Z,409,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-01T23:28:27Z,380,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T01:28:47Z,345,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T02:28:46Z,326,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T03:28:47Z,304,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T04:28:47Z,287,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T05:28:46Z,283,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T06:28:47Z,282,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T07:28:47Z,318,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T08:28:48Z,354,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T09:28:47Z,369,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T10:28:48Z,384,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T11:28:48Z,401,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T12:28:49Z,410,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T13:28:48Z,402,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T14:28:49Z,387,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T15:28:49Z,358,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T16:28:48Z,337,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T17:28:49Z,336,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T18:28:49Z,345,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T19:28:48Z,341,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T20:28:49Z,346,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T21:28:49Z,359,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T22:28:48Z,370,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-02T23:28:50Z,357,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T00:28:50Z,342,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T01:28:56Z,322,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T02:28:56Z,304,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T03:28:56Z,282,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T04:28:56Z,274,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T05:28:57Z,248,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T07:28:56Z,281,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T08:28:57Z,318,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T09:28:57Z,348,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T10:28:56Z,375,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T11:28:57Z,391,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T12:28:57Z,417,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T13:28:56Z,390,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T14:28:57Z,380,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T15:28:57Z,381,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T16:28:56Z,364,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T17:28:57Z,367,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T18:28:58Z,380,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T19:28:58Z,385,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T20:28:57Z,399,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T21:28:58Z,411,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-03T22:28:58Z,417,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T00:28:58Z,397,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T01:28:58Z,374,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T03:28:59Z,330,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T04:28:59Z,319,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T06:29:06Z,321,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T07:29:06Z,312,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T08:29:05Z,348,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T09:29:06Z,371,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T10:29:06Z,378,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T11:29:05Z,386,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T12:29:06Z,377,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T13:29:07Z,389,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T14:29:07Z,374,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T16:29:07Z,362,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T17:29:07Z,351,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T18:29:06Z,361,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T19:29:07Z,386,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T20:29:07Z,396,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T21:29:06Z,415,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T22:29:08Z,432,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-04T23:29:08Z,431,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T00:29:12Z,418,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T02:29:13Z,381,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T03:29:12Z,356,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T04:29:12Z,338,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T05:29:14Z,301,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T06:29:14Z,277,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T07:29:14Z,272,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T08:29:14Z,273,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T09:29:14Z,283,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T10:29:14Z,296,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T11:29:14Z,306,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T12:29:14Z,308,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T14:29:15Z,322,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T15:29:14Z,325,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T16:29:15Z,326,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T17:29:15Z,342,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T18:29:14Z,342,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T19:29:15Z,347,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T20:29:15Z,352,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T21:29:16Z,358,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-05T23:29:16Z,339,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T00:29:16Z,339,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T01:29:15Z,320,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T02:29:16Z,313,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T03:29:16Z,300,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T05:29:17Z,253,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T06:29:17Z,236,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T07:29:17Z,222,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T08:29:17Z,213,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T09:29:17Z,203,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T10:29:17Z,210,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T11:29:17Z,213,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T12:29:17Z,216,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T14:29:17Z,245,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T15:29:18Z,249,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T16:29:18Z,268,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T17:29:18Z,287,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T18:29:18Z,317,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T19:29:18Z,328,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T20:29:19Z,342,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T21:29:19Z,356,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T22:29:18Z,348,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-06T23:29:19Z,314,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T00:29:19Z,310,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T01:29:20Z,269,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T02:29:20Z,258,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T03:29:20Z,218,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T04:29:20Z,197,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T05:29:20Z,198,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T06:29:20Z,193,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T08:29:20Z,287,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T09:29:20Z,295,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T10:29:20Z,313,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T10:30:48Z,313,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T11:30:47Z,323,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T12:30:48Z,341,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T13:30:48Z,344,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T14:30:47Z,344,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T15:30:48Z,335,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T16:30:48Z,308,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T17:30:47Z,300,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T19:30:48Z,299,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T20:30:48Z,286,value,co_8h,BBNVA,ČHMÚ
,,2,2023-08-07T21:30:48Z,280,value,co_8h,BBNVA,ČHMÚ
